"filename", "language", "Markdown", "Makefile", "JSON", "YAML", "Shell Script", "Docker", "JSON with Comments", "Properties", "JavaScript", "TypeScript", "HTML", "CSS", "Ini", "PHP", "comment", "blank", "total"
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/engine/Entity.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 17, 27, 150
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/engine/Game.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 401, 0, 0, 0, 0, 29, 74, 504
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/engine/System.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 11, 3, 20
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/Bullet.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 11, 12, 75
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/Paddle.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 11, 31, 220
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/Particle.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 14, 19, 150
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/PostProcessingLayer.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 19, 22, 218
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/UI.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 0, 13, 37, 288
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/Wall.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 11, 9, 59
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/background/DepthLine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 11, 20, 110
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/background/EscalatorDepthLine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 12, 15, 80
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/background/HourglassDepthLine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 24, 17, 89
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/background/LightningDepthLine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 12, 19, 87
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/background/MawDepthLine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 12, 17, 85
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/background/PyramidDepthLine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 12, 13, 63
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/background/RakeDepthLine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 11, 17, 87
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/background/Shield.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 11, 22, 102
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/background/TrenchesDepthLine.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 12, 14, 79
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/balls/Ball.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 28, 34, 166
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/balls/BurstBall.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 17, 18, 100
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/balls/CurveBall.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 15, 16, 92
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/balls/DefaultBall.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 11, 10, 60
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/balls/MultiplyBall.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 11, 13, 65
"/home/hmunoz-g/42-CommonCore/MS6/ft_transcendence/containers/frontend/src/pong/entities/balls/SpinBall.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 26, 25, 124
